325	12179	3	47.77
101	964	8	20.62
165	1082	17	198.53
487	1250	6	71.68
141	6472	3	33.89
114	1480	10	81.78
830	101	4	4.4
1379	2	3	7.07
105	2779	4	20.79
11849	102	3	22.29
145	576	3	17.91
2144	14	3	5.59
137	1486	5	43.37
1504	8203	3	51.7
1513	102	3	5.46
5487	14	3	10.83
5682	218	3	36.62
114	2948	3	20.5
280	116	3	8.47
2	3022	6	32.94
117	1459	18	185.22
1425	101	3	4.24
255	139	3	12.85
560	946	3	30.67
755	602	3	29.86
3702	465	3	37.58
188	533	3	20.07
163	4749	3	31.7
543	101	8	13.38
230	1563	3	27.73
666	2	3	3.92
103	746	7	22.36
1137	503	3	30.69
679	101	6	9.14
2313	168	3	27.46
184	188	5	26.09
7135	102	4	24.76
101	3404	5	21.53
58	473	3	14.24
116	151	3	4.32
531	665	3	28.45
721	111	3	11.65
1093	14	4	4.89
2618	431	3	34.88
101	2640	3	7.62
614	459	3	27.15
109	2130	3	16.53
9	13	3	4.81
963	110	4	19.59
3021	208	3	31.15
847	102	4	5.82
2970	3019	3	47.02
102	2772	11	70.66
4025	14	3	9.07
790	1760	5	65.61
184	3699	3	30.77
4527	104	5	34.12
2125	212	3	29.38
597	2212	6	81.59
113	1891	5	33.88
160	962	3	21.85
318	124	8	47.04
2122	383	4	46.6
911	5202	4	61.7
1216	101	4	6.56
159	113	81	610.19
159	183	10	61.49
110	169	7	17.14
1923	631	4	49.78
634	14	13	33.55
101	334	21	55.26
130	111	45	231.53
3212	103	4	19.6
242	587	4	32.75
101	199	20	27.51
104	4743	3	16.31
214	144	3	11.85
103	111	32	15.37
2549	119	4	31.41
219	986	19	242.13
155	1249	3	23.06
101	1402	7	21.18
260	333	4	29.2
108	987	3	11.24
183	544	7	58.5
125	134	5	13.18
1141	602	3	31.82
114	4434	3	23.38
2420	322	5	60.65
108	627	4	14.15
105	1716	4	16.97
5619	124	3	29.44
126	4514	3	27.86
39	280	3	12.25
2109	7377	4	72.82
153	102	133	669.21
112	133	7	12.12
966	144	5	39.6
119	3215	3	23.22
142	413	19	176.68
1836	14	4	8.32
315	121	5	23.24
101	452	14	33.21
10158	103	3	25.36
101	587	8	14.17
306	1767	4	43.2
563	1654	3	33.73
1416	6877	3	49.19
1232	856	12	177.13
7443	104	3	20.09
1292	101	5	10.91
298	101	12	16.38
190	160	4	18.09
101	541	21	75.44
154	1628	5	46.74
9489	3417	3	57.29
6364	6925	4	83.74
118	539	3	12.86
176	126	5	17.75
858	397	4	39.81
137	3168	4	39.51
101	2774	3	7.62
110	394	3	8.45
763	231	4	34.23
2231	5625	5	92.96
103	4047	7	49.7
2160	2969	4	63.11
230	2313	3	30.24
835	105	14	77.94
12558	1486	3	56.2
104	182	7	6.42
3607	14	5	20
307	111	4	11.69
103	4736	3	14.92
927	1641	3	36.31
293	1552	4	41.94
127	361	6	34.62
332	101	12	18.97
122	899	3	16.56
560	531	3	27.58
111	957	32	338.71
319	2	7	11.15
113	504	5	21.67
694	623	4	41.88
122	778	3	15.76
1125	101	4	6.09
112	474	3	9.54
1088	2	3	5.9
276	843	3	25.63
1874	861	3	36.62
106	4086	3	18.22
503	115	3	11.14
1115	2740	3	40.46
9240	103	3	20.89
8	7895	4	44.06
1242	102	6	16.56
2782	1409	4	58.7
207	1431	8	88.13
139	360	3	15.01
737	224	7	67.53
8600	105	3	23.01
6920	106	3	22.89
106	2758	8	61.67
103	3716	3	13.35
4155	103	9	76.09
130	154	3	7.92
185	974	7	66.41
101	183	16	12.29
1903	309	5	57.91
101	226	64	264.7
139	4125	3	29.05
740	638	3	30.09
316	1880	4	44.01
136	2935	3	26.95
411	3458	5	68.21
2149	3365	7	124.48
104	874	3	6.74
104	994	6	22.89
1517	144	3	22.97
385	102	13	30.48
2013	5751	3	49.85
480	308	3	23.36
3015	2681	4	65.05
2657	233	9	120.36
139	2217	3	25.08
101	1899	6	19.92
3721	102	3	10.41
209	115	3	6.19
106	9330	3	25.1
126	4859	5	55.7
335	467	4	34.14
341	9	3	9.03
622	101	29	138.55
2465	101	3	7.17
251	104	5	5.79
4204	101	3	9.96
518	911	3	29.76
190	5283	4	48.46
5955	162	3	33.89
4581	3140	3	50.53
146	5380	5	60
2	110	185	587.12
113	1092	10	72.57
102	7619	4	24.76
393	111	6	25.1
4141	756	3	41.09
109	2272	3	16.53
1115	786	7	91.14
255	14	9	4.56
928	208	13	148.18
605	102	4	4.11
112	683	7	38.87
431	434	51	816.21
176	632	3	20.36
113	7800	3	26.68
2515	245	3	31.17
2	1375	3	7.07
2	1587	3	7.79
45	110	34	155.58
352	106	3	4.99
390	1210	5	55.38
224	303	13	120.17
101	993	7	16.6
106	824	7	32.8
635	102	4	4.35
101	873	6	11.19
772	101	4	4.1
429	1005	3	29.33
108	1408	3	13.16
4339	101	4	17.22
220	503	9	84.64
104	620	4	9.04
9637	9005	4	96.38
410	157	6	42.93
1286	14	14	57.37
1039	2493	5	72.26
5231	102	7	52
106	7934	3	25.1
2435	102	6	24.83
1914	14	3	4.95
101	1884	7	24.85
1380	101	3	4.04
163	104	14	25.56
4419	101	3	10.77
1748	2953	3	43.61
3751	101	8	46.26
9683	2973	3	56.01
3983	16	6	58.51
4486	508	3	39.71
340	335	5	42.11
655	1308	4	46.88
547	2417	3	35.72
