102	9491	38
115	7685	26
35939	7032	11
353	8083	1
2789	1498	13
3314	2861	29
1209	8004	32
285	2425	11
159	7324	25
6496	8379	11
2654	8000	15
2	3047	14
663	5272	6
6180	2317	21
258	4637	1
488	1434	36
1290	9577	7
498	4241	16
741	1461	14
1047	962	35
8398	3167	20
119	2614	15
3413	8690	2
42059	8634	7
5593	9291	11
158	2070	0
210	7565	11
14	7522	27
5279	9813	11
3896	8320	14
143	2639	16
394	9997	4
440	9975	18
101	8613	7
2483	1046	1
101	7341	27
360	5099	2
36737	4511	4
27794	7679	4
16	8935	9
2759	9156	9
170	1890	23
296	7364	23
101	2088	17
2905	6055	34
1106	5423	12
110	3408	19
52365	7332	6
242	9735	33
102	7041	9
167	7653	6
2607	4859	19
43188	2873	0
4471	4763	18
16	4417	4
33437	2893	3
22839	1161	26
6157	6083	4
2016	305	13
3839	7688	28
1392	9337	0
42443	1753	6
3793	4566	12
227	1432	20
3311	244	42
147	8415	0
28396	7379	31
422	1417	24
3877	3092	7
1639	2180	38
23348	2885	4
6093	8686	7
10088	5469	10
153	494	0
105	5754	7
10210	2137	38
20635	8258	18
113	1110	17
184	8278	1
57	3133	5
46881	397	11
7405	554	15
779	1849	15
1388	6271	0
8552	3660	26
17914	2060	14
2106	9423	27
160	4291	2
112	8712	29
56137	1916	4
701	3788	1
5715	200	2
1115	1168	1
2177	9977	24
22706	6275	29
122	6059	6
32870	1327	4
3382	9904	0
693	361	32
364	1502	11
195	1498	11
1048	7776	7
170	2748	22
2804	5576	17
235	5017	0
394	9013	0
1306	2927	10
2677	2464	19
303	4611	4
1405	3283	14
4946	6117	25
11206	2250	13
1753	2576	24
6391	3798	13
1640	6141	20
7670	5622	1
3520	9541	4
28104	3730	11
691	3575	16
14	2355	11
42222	4806	18
107	6884	0
2	8118	30
21176	4450	28
631	8539	11
17168	6116	18
52797	5793	29
8588	9721	5
198	6343	32
2060	1156	24
9	848	31
4132	7121	4
2027	1330	7
102	4661	0
108	2727	8
5638	6244	15
119	7206	9
2643	6083	23
103	5975	23
151	294	12
24367	7832	38
301	8364	2
51679	8	8
107	2344	10
2299	7719	10
317	2538	0
38821	8891	9
4918	9976	21
21630	4668	17
14606	3928	15
825	4865	2
14984	2231	22
28119	5610	6
103	8147	12
14	9654	11
14	5201	16
7931	587	3
317	367	15
967	4130	11
25587	782	6
113	5916	13
19916	2828	6
101	4113	4
7974	7310	21
112	1231	18
51323	8403	29
603	7700	25
1960	4112	34
30137	4781	37
578	2366	10
127	3480	4
187	8229	13
23545	9261	12
102	7998	15
353	1515	2
16488	3821	10
983	4862	31
768	7278	11
27318	2297	18
53534	2197	12
32004	3208	27
9727	3548	28
1616	4757	4
3135	8416	23
2	5713	15
113	921	7
4796	2580	49
6776	7824	5
24566	5302	36
1066	9913	36
39912	8854	34
29871	9199	3
14	9876	23
26529	1157	32
1296	4068	21
14	6777	23
9463	3505	45
48002	8122	36
9408	42	8
2568	490	23
23309	3812	7
4548	8796	2
8068	1460	29
289	6850	2
528	4298	23
2105	833	2
19302	4380	42
107	9870	2
865	7082	24
102	561	26
181	3860	2
102	9620	11
56118	5400	19
167	6355	6
14	9854	27
102	9151	21
186	7809	7
22874	6760	14
1759	2698	0
101	2768	19
561	5629	7
456	7874	9
318	6402	13
8208	91	37
694	4492	5
1561	5033	5
2518	6313	29
45372	8370	5
1586	7449	21
156	9443	12
983	9277	10
384	9089	16
1033	7965	16
14	9201	15
436	409	15
896	4143	8
8175	7360	24
1	73	5
7203	9390	3
1403	1424	9
43434	1052	11
45099	8668	12
113	8671	24
124	9027	4
600	8341	28
371	5449	1
6963	1892	17
8809	3486	30
104	2047	7
17281	2258	4
1253	9645	24
8794	6106	4
18281	6677	37
381	7991	12
1998	8759	1
5358	7892	22
187	5891	4
2889	2930	3
32706	6710	23
14	7152	17
12183	7878	5
110	1039	2
16083	3396	15
1768	9204	20
15485	7889	21
2255	9127	17
4553	2647	1
8530	3257	43
6917	2422	19
199	4661	28
9472	3354	31
1817	7744	27
939	3692	8
256	8208	18
48436	5434	15
2559	7454	31
8158	2274	31
1423	9992	7
102	8568	21
2339	5610	4
37627	7408	9
2898	8001	22
2806	7757	2
3114	2326	17
3227	3355	23
1767	3824	14
1581	5326	13
14	185	20
453	7852	43
3160	8332	2
1644	7985	14
103	6077	27
154	8745	5
173	8361	11
561	6705	8
2182	9867	3
10187	9006	7
2	7453	4
117	6672	13
139	5494	16
6872	6877	7
102	1849	12
48985	9822	9
21461	7688	23
14	4082	25
1015	8785	5
111	6435	3
2327	4322	37
102	1534	12
36682	5446	21
3294	3315	1
7918	326	0
1275	1940	3
21362	3534	4
779	9821	12
7619	3265	30
14	2811	27
5957	8958	28
3848	9035	2
204	2532	14
1082	8908	13
157	3523	4
661	1193	17
33375	1048	8
8918	4421	3
14683	3415	1
14	5180	30
39	7835	13
32009	6488	9
3965	5341	14
200	5462	0
142	1459	14
7088	3851	39
1087	9274	25
101	2192	17
180	2901	2
182	1461	9
11432	2772	10
2745	5587	15
292	191	16
16	8889	4
8393	779	29
714	4868	2
353	1027	11
2671	8825	31
6739	6896	20
118	7806	24
12696	1786	21
2584	6718	16
1323	4513	7
2	4662	18
20025	3362	24
32515	9563	38
175	4547	8
611	5540	10
521	3995	8
14	6952	37
3059	3163	12
