2913	1
7779	2
8853	3
122	4
7566	5
246	6
2960	7
8484	8
1923	9
6825	10
2838	11
9351	12
1144	13
2859	14
7885	15
250	16
5564	17
4071	18
9612	19
8114	20
8497	21
4411	22
8292	23
286	24
8216	25
6862	26
4144	27
9692	28
7004	29
7055	30
386	31
1362	32
7421	33
5666	34
3896	35
7906	36
1441	37
4024	38
118	39
8283	40
9106	41
3211	42
6639	43
7008	44
3162	45
7593	46
1300	47
7274	48
2529	49
6218	50
6625	51
8215	52
5326	53
7993	54
814	55
6581	56
4542	57
6158	58
5794	59
4900	60
4684	61
2713	62
1221	63
113	64
8058	65
530	66
7797	67
6035	68
8493	69
4983	70
3078	71
5904	72
4141	73
739	74
4100	75
7920	76
1863	77
4762	78
9487	79
605	80
3722	81
5075	82
8199	83
9665	84
6448	85
2796	86
3283	87
717	88
558	89
621	90
2480	91
4264	92
5481	93
4643	94
5065	95
405	96
3706	97
7295	98
7131	99
1004	100
9512	101
2358	102
2320	103
7649	104
4030	105
4845	106
8728	107
8532	108
6720	109
1676	110
7485	111
922	112
3624	113
2464	114
5390	115
7603	116
6087	117
8941	118
1712	119
3909	120
123	121
8165	122
9058	123
1581	124
6554	125
5591	126
2008	127
130	128
463	129
5549	130
6440	131
99	132
6307	133
7930	134
2944	135
2216	136
2309	137
1416	138
6564	139
3545	140
9414	141
500	142
8985	143
7502	144
3836	145
61	146
7777	147
9025	148
4862	149
1275	150
7474	151
4020	152
3641	153
6163	154
2548	155
6702	156
4636	157
3953	158
4256	159
4493	160
6239	161
95	162
3724	163
3710	164
2381	165
6041	166
3971	167
3343	168
4222	169
1410	170
2552	171
6003	172
1887	173
2848	174
7776	175
4367	176
6294	177
6191	178
7490	179
1093	180
4457	181
1587	182
1541	183
1024	184
9594	185
7212	186
3048	187
6369	188
2963	189
2779	190
8074	191
3856	192
5589	193
5935	194
2317	195
9433	196
4952	197
3297	198
92	199
670	200
7361	201
4420	202
2873	203
7771	204
1432	205
1155	206
4546	207
9332	208
5696	209
2852	210
6575	211
5250	212
3510	213
5719	214
2106	215
3476	216
2813	217
533	218
3627	219
2378	220
1963	221
6876	222
5615	223
86	224
2904	225
3490	226
3194	227
4816	228
97	229
4199	230
1474	231
6875	232
26	233
4808	234
1378	235
4453	236
332	237
3980	238
6853	239
4831	240
6989	241
2401	242
1422	243
2041	244
5931	245
6856	246
9014	247
4873	248
3982	249
9273	250
2171	251
7046	252
5062	253
9070	254
3320	255
4076	256
9079	257
3685	258
3248	259
6681	260
2297	261
5682	262
2247	263
4414	264
2324	265
5245	266
3556	267
3752	268
6309	269
6365	270
5661	271
5088	272
910	273
6623	274
997	275
8258	276
4485	277
619	278
5758	279
9350	280
5535	281
5363	282
1413	283
9741	284
1675	285
1611	286
1920	287
6293	288
2998	289
680	290
2382	291
2042	292
8309	293
6011	294
3816	295
393	296
531	297
69	298
9391	299
4036	300
5369	301
117	302
6288	303
7386	304
8148	305
227	306
3409	307
4032	308
9296	309
3156	310
100	311
7351	312
3924	313
9116	314
2354	315
7770	316
6924	317
201	318
140	319
5740	320
3584	321
2032	322
9154	323
5288	324
6611	325
6999	326
4031	327
2637	328
8962	329
7409	330
7464	331
8539	332
828	333
6514	334
6254	335
3831	336
6901	337
5367	338
651	339
3801	340
4581	341
2205	342
1185	343
9642	344
20	345
7806	346
1400	347
9186	348
2542	349
2450	350
6889	351
7955	352
7659	353
1281	354
3251	355
2899	356
5283	357
5287	358
6102	359
1435	360
7632	361
4864	362
8967	363
5008	364
3439	365
926	366
5226	367
1538	368
3581	369
4392	370
3662	371
2180	372
4464	373
1516	374
7983	375
6100	376
344	377
5096	378
7875	379
3466	380
1152	381
434	382
5168	383
1670	384
4151	385
7237	386
8224	387
944	388
4527	389
1043	390
9500	391
5453	392
9485	393
4578	394
8909	395
2206	396
7780	397
15	398
159	399
8569	400
704	401
8013	402
5905	403
9446	404
2236	405
1683	406
1189	407
1191	408
5246	409
6098	410
1302	411
9145	412
7866	413
3568	414
4189	415
783	416
4682	417
2533	418
6273	419
8550	420
6444	421
1921	422
5797	423
4749	424
9117	425
5825	426
6442	427
85	428
2121	429
1401	430
60	431
705	432
7344	433
1889	434
2146	435
6745	436
5655	437
2227	438
8082	439
4837	440
9257	441
7985	442
4820	443
8700	444
6658	445
764	446
6269	447
7376	448
5228	449
1096	450
3287	451
7815	452
9024	453
1248	454
180	455
48	456
8960	457
97	458
188	459
8634	460
5782	461
1884	462
2564	463
570	464
3910	465
8851	466
6101	467
5687	468
2532	469
1989	470
2239	471
7477	472
6915	473
9316	474
5034	475
8842	476
3102	477
4510	478
7112	479
6311	480
128	481
107	482
9417	483
1987	484
4123	485
9479	486
9750	487
5815	488
8627	489
6402	490
1201	491
3528	492
2754	493
7106	494
8751	495
2856	496
7382	497
856	498
1897	499
3842	500
2734	501
2336	502
4097	503
7111	504
6145	505
2030	506
979	507
6542	508
7953	509
4342	510
9023	511
4201	512
5781	513
4708	514
8908	515
3914	516
5307	517
7239	518
8227	519
8747	520
8240	521
2335	522
7221	523
7059	524
86	525
569	526
6717	527
4357	528
6794	529
94	530
4812	531
2807	532
3084	533
3403	534
4625	535
6754	536
5967	537
3249	538
3325	539
7731	540
2470	541
3653	542
9037	543
862	544
1633	545
3749	546
1957	547
4263	548
6065	549
2261	550
8245	551
5336	552
5691	553
4968	554
6472	555
6418	556
9597	557
5354	558
8750	559
2095	560
918	561
2824	562
5501	563
425	564
4733	565
837	566
3714	567
4366	568
4393	569
7948	570
9709	571
2400	572
9355	573
5725	574
136	575
7197	576
8348	577
3445	578
9724	579
882	580
1408	581
2681	582
5233	583
3090	584
4803	585
8147	586
8470	587
8324	588
1534	589
4040	590
829	591
1839	592
9082	593
9624	594
7324	595
4626	596
5624	597
4800	598
3042	599
3366	600
8236	601
2969	602
563	603
1311	604
2926	605
6214	606
7037	607
1608	608
2688	609
3268	610
865	611
5808	612
5713	613
8753	614
2561	615
4368	616
1206	617
676	618
5006	619
7327	620
3949	621
1627	622
1941	623
4165	624
2113	625
3379	626
6130	627
8911	628
7619	629
1159	630
5530	631
1853	632
4922	633
4507	634
8307	635
3049	636
3389	637
3567	638
190	639
7650	640
6629	641
1743	642
870	643
435	644
5166	645
816	646
6877	647
8763	648
9509	649
9578	650
5389	651
5811	652
6155	653
3586	654
8774	655
8501	656
8965	657
2393	658
5663	659
6267	660
176	661
7536	662
5038	663
5891	664
83	665
4700	666
3087	667
5293	668
198	669
9461	670
5916	671
8812	672
7231	673
6131	674
6536	675
1771	676
4817	677
32	678
7624	679
6884	680
5552	681
3451	682
7396	683
1386	684
983	685
7925	686
989	687
9120	688
1615	689
4978	690
7203	691
8019	692
1263	693
1172	694
9157	695
9584	696
5465	697
8384	698
3043	699
8880	700
4853	701
964	702
3672	703
3936	704
33	705
618	706
8631	707
6838	708
6635	709
8955	710
5004	711
9309	712
8767	713
3277	714
3729	715
5879	716
4432	717
3290	718
4175	719
1146	720
2435	721
9036	722
572	723
1892	724
4562	725
5982	726
8824	727
5325	728
7149	729
7122	730
1209	731
8026	732
4949	733
1282	734
8663	735
9544	736
214	737
5990	738
5517	739
6506	740
8244	741
5746	742
5312	743
1644	744
1067	745
3696	746
4226	747
9759	748
1893	749
9241	750
6443	751
6675	752
4768	753
1596	754
8568	755
5010	756
1148	757
9438	758
3617	759
9333	760
4107	761
3822	762
4197	763
8529	764
4883	765
5061	766
7002	767
4597	768
7814	769
9144	770
129	771
4166	772
4511	773
185	774
6988	775
4649	776
6382	777
8382	778
7256	779
9683	780
1259	781
1603	782
128	783
2948	784
5894	785
2323	786
5834	787
77	788
747	789
5603	790
878	791
9187	792
1518	793
6196	794
8637	795
4172	796
9734	797
6150	798
2611	799
8537	800
8017	801
8683	802
1942	803
3922	804
7438	805
4686	806
1937	807
2809	808
8394	809
358	810
6074	811
7801	812
3730	813
7286	814
3610	815
8677	816
9075	817
810	818
5254	819
7246	820
9424	821
8791	822
5739	823
1949	824
6232	825
170	826
5672	827
901	828
142	829
8658	830
4239	831
6195	832
46	833
5833	834
352	835
8190	836
8708	837
9159	838
7615	839
8375	840
2229	841
6713	842
9543	843
5618	844
8895	845
3652	846
6662	847
6237	848
2218	849
725	850
6837	851
7273	852
8610	853
4015	854
3833	855
6393	856
8412	857
1622	858
2908	859
7070	860
5730	861
5165	862
9699	863
7081	864
5375	865
2482	866
8378	867
2194	868
4220	869
465	870
6296	871
6252	872
2289	873
1241	874
6586	875
9320	876
3950	877
2844	878
9731	879
2029	880
6936	881
3770	882
83	883
1961	884
6644	885
1848	886
9158	887
276	888
7915	889
8100	890
3431	891
9193	892
8372	893
3711	894
1161	895
7280	896
6337	897
7321	898
2022	899
5653	900
2210	901
3300	902
4115	903
6840	904
2189	905
805	906
8695	907
3852	908
9593	909
2743	910
706	911
9177	912
474	913
5972	914
7195	915
5398	916
7822	917
3532	918
355	919
4210	920
6934	921
4520	922
5988	923
4620	924
2310	925
8502	926
5068	927
3566	928
5907	929
8166	930
6737	931
5917	932
5712	933
133	934
3308	935
5431	936
2305	937
9618	938
8052	939
4339	940
3	941
1695	942
2225	943
8772	944
9413	945
6301	946
3265	947
3436	948
4646	949
8176	950
2255	951
5350	952
1647	953
8578	954
6846	955
4280	956
2748	957
5031	958
9406	959
809	960
7518	961
9367	962
2817	963
9637	964
2990	965
84	966
8936	967
3876	968
8184	969
6532	970
1106	971
145	972
5408	973
755	974
2907	975
2586	976
8632	977
8511	978
6821	979
8048	980
213	981
4219	982
2799	983
4991	984
1935	985
6263	986
2887	987
8043	988
9269	989
7453	990
8840	991
6673	992
1472	993
694	994
5234	995
5137	996
4062	997
6946	998
3327	999
482	1000
4474	1001
9303	1002
422	1003
8923	1004
2273	1005
4068	1006
6046	1007
8235	1008
2062	1009
144	1010
5796	1011
1066	1012
915	1013
2776	1014
6213	1015
353	1016
2757	1017
3260	1018
3690	1019
1332	1020
155	1021
5179	1022
4727	1023
7077	1024
215	1025
50	1026
8769	1027
5265	1028
743	1029
6728	1030
7555	1031
3309	1032
4019	1033
8163	1034
4340	1035
988	1036
3122	1037
7499	1038
1323	1039
4095	1040
1186	1041
6088	1042
9707	1043
3895	1044
3870	1045
18	1046
658	1047
3775	1048
790	1049
2200	1050
9299	1051
1478	1052
6315	1053
6250	1054
8822	1055
1856	1056
6051	1057
555	1058
6632	1059
365	1060
4521	1061
6609	1062
3068	1063
1243	1064
8059	1065
2228	1066
2566	1067
6416	1068
4617	1069
5160	1070
8636	1071
4351	1072
892	1073
3414	1074
4915	1075
5106	1076
7105	1077
1634	1078
3904	1079
327	1080
108	1081
9184	1082
6497	1083
5642	1084
7595	1085
8877	1086
6645	1087
2517	1088
5751	1089
3473	1090
1669	1091
2360	1092
5826	1093
197	1094
3172	1095
9714	1096
1073	1097
3844	1098
4090	1099
6423	1100
7892	1101
1496	1102
9719	1103
5187	1104
7188	1105
4702	1106
4011	1107
4906	1108
556	1109
314	1110
7744	1111
3514	1112
6986	1113
7306	1114
2212	1115
7413	1116
6207	1117
1107	1118
3959	1119
5041	1120
6038	1121
6165	1122
4276	1123
5557	1124
1797	1125
4637	1126
5222	1127
838	1128
3196	1129
78	1130
657	1131
4046	1132
8162	1133
2487	1134
4375	1135
6618	1136
939	1137
7543	1138
2994	1139
886	1140
4167	1141
7861	1142
101	1143
5664	1144
5887	1145
7383	1146
8447	1147
7728	1148
6750	1149
1075	1150
786	1151
1312	1152
7898	1153
4593	1154
8940	1155
1866	1156
7082	1157
9702	1158
8388	1159
9306	1160
445	1161
6360	1162
1431	1163
9727	1164
2686	1165
7367	1166
2338	1167
8684	1168
7487	1169
5497	1170
4206	1171
5693	1172
2328	1173
4023	1174
8598	1175
6897	1176
14	1177
5622	1178
172	1179
91	1180
6736	1181
4779	1182
7259	1183
972	1184
6508	1185
1601	1186
3743	1187
6598	1188
8625	1189
535	1190
5741	1191
3930	1192
8990	1193
3530	1194
171	1195
9524	1196
6235	1197
6711	1198
1068	1199
8948	1200
959	1201
285	1202
8686	1203
9123	1204
1006	1205
8912	1206
4137	1207
9535	1208
1314	1209
4136	1210
42	1211
5273	1212
6677	1213
8742	1214
90	1215
9494	1216
6034	1217
6984	1218
6201	1219
5551	1220
2436	1221
689	1222
3450	1223
8444	1224
204	1225
2579	1226
7660	1227
8178	1228
2692	1229
7099	1230
3731	1231
4785	1232
3893	1233
6400	1234
8843	1235
8995	1236
5962	1237
4732	1238
6800	1239
4769	1240
8042	1241
883	1242
188	1243
7867	1244
2197	1245
9050	1246
3117	1247
7108	1248
6081	1249
6367	1250
3315	1251
1195	1252
2941	1253
3718	1254
7430	1255
6649	1256
6703	1257
7957	1258
9215	1259
9009	1260
9723	1261
6002	1262
3437	1263
2617	1264
8406	1265
8780	1266
6321	1267
6608	1268
7719	1269
8381	1270
800	1271
6290	1272
9398	1273
9275	1274
5266	1275
9347	1276
4253	1277
371	1278
639	1279
947	1280
823	1281
8140	1282
1318	1283
35	1284
1732	1285
7437	1286
1481	1287
624	1288
2158	1289
7996	1290
2728	1291
672	1292
3279	1293
3885	1294
6577	1295
8614	1296
126	1297
25	1298
4235	1299
8944	1300
8113	1301
5644	1302
7261	1303
6071	1304
664	1305
5881	1306
2420	1307
8852	1308
53	1309
8721	1310
1567	1311
7472	1312
3452	1313
835	1314
2443	1315
768	1316
2217	1317
5199	1318
1202	1319
2971	1320
967	1321
5464	1322
7733	1323
7804	1324
390	1325
5039	1326
8063	1327
5471	1328
6479	1329
8261	1330
4482	1331
984	1332
9041	1333
1640	1334
8540	1335
1573	1336
8277	1337
9496	1338
93	1339
5849	1340
9165	1341
8583	1342
891	1343
546	1344
7419	1345
3355	1346
9510	1347
1443	1348
9412	1349
2240	1350
9335	1351
345	1352
1226	1353
6386	1354
7032	1355
4950	1356
7202	1357
5306	1358
2100	1359
1958	1360
184	1361
9069	1362
9693	1363
8297	1364
9209	1365
6302	1366
7922	1367
613	1368
7736	1369
6413	1370
3613	1371
5669	1372
763	1373
7785	1374
498	1375
896	1376
1819	1377
6261	1378
4939	1379
2447	1380
4948	1381
3944	1382
5821	1383
7818	1384
8314	1385
7333	1386
7523	1387
4814	1388
4317	1389
1392	1390
4281	1391
8424	1392
3442	1393
211	1394
1597	1395
8434	1396
6186	1397
2457	1398
1808	1399
8056	1400
3998	1401
3001	1402
7218	1403
2237	1404
5553	1405
3202	1406
4876	1407
7042	1408
263	1409
1065	1410
384	1411
3356	1412
55	1413
1026	1414
3145	1415
4417	1416
6394	1417
8884	1418
3284	1419
4363	1420
5997	1421
8743	1422
1007	1423
2538	1424
7540	1425
7100	1426
4205	1427
9127	1428
9703	1429
6922	1430
3296	1431
3203	1432
9381	1433
1748	1434
8209	1435
2411	1436
5282	1437
2083	1438
4908	1439
4395	1440
8933	1441
2758	1442
7899	1443
567	1444
4087	1445
9191	1446
4283	1447
260	1448
4305	1449
1515	1450
6436	1451
2351	1452
3866	1453
1509	1454
1500	1455
8106	1456
3299	1457
7076	1458
4139	1459
6077	1460
9654	1461
4523	1462
1815	1463
8123	1464
133	1465
867	1466
6132	1467
8420	1468
7808	1469
2822	1470
2625	1471
586	1472
5717	1473
6487	1474
9379	1475
296	1476
4561	1477
270	1478
1425	1479
1709	1480
6204	1481
114	1482
2826	1483
194	1484
7703	1485
3347	1486
6194	1487
4623	1488
8435	1489
1350	1490
2707	1491
4094	1492
1638	1493
2947	1494
9339	1495
6411	1496
257	1497
6693	1498
4006	1499
4083	1500
2064	1501
635	1502
9210	1503
821	1504
1781	1505
8582	1506
5801	1507
9722	1508
341	1509
3601	1510
6741	1511
7931	1512
3492	1513
5456	1514
9112	1515
5445	1516
38	1517
2051	1518
5173	1519
3554	1520
8198	1521
4159	1522
149	1523
6159	1524
3184	1525
9468	1526
6345	1527
6891	1528
1354	1529
5264	1530
4300	1531
8894	1532
1830	1533
8313	1534
1548	1535
8197	1536
3127	1537
4694	1538
16	1539
2501	1540
5665	1541
6538	1542
431	1543
7292	1544
602	1545
9096	1546
903	1547
7021	1548
7262	1549
2957	1550
3750	1551
6805	1552
3130	1553
3121	1554
3506	1555
7900	1556
2789	1557
485	1558
8679	1559
5491	1560
5918	1561
3311	1562
4889	1563
9652	1564
5414	1565
464	1566
5255	1567
5181	1568
3440	1569
8612	1570
8727	1571
5357	1572
9100	1573
6894	1574
8588	1575
1938	1576
3109	1577
2286	1578
8185	1579
8694	1580
8734	1581
8267	1582
4451	1583
8930	1584
7493	1585
8577	1586
1380	1587
3580	1588
2933	1589
6069	1590
8959	1591
1646	1592
2935	1593
6772	1594
279	1595
843	1596
175	1597
3689	1598
7516	1599
2293	1600
868	1601
6539	1602
7842	1603
6110	1604
7209	1605
4681	1606
8905	1607
9511	1608
7162	1609
4603	1610
2821	1611
5649	1612
4899	1613
1861	1614
6562	1615
494	1616
9457	1617
1237	1618
644	1619
1511	1620
6103	1621
8290	1622
7687	1623
914	1624
3254	1625
4810	1626
1087	1627
3272	1628
4476	1629
2793	1630
6170	1631
5723	1632
833	1633
4618	1634
3525	1635
8709	1636
8041	1637
9321	1638
8172	1639
