104	2477	8	12.82
101	954	23	22.92
204	3103	3	15.82
426	186	6	12.42
5884	130	3	11.85
3773	136	3	10.19
3390	104	5	6.81
142	150	18	7.81
18	2645	3	27.14
104	4600	5	11.45
361	363	4	11.12
120	6365	3	13.58
491	659	3	12.7
101	1030	19	9.46
5835	111	4	14.35
199	139	16	12.05
2146	130	6	19.54
121	880	7	7.11
486	125	11	11.23
6993	107	3	8.49
1165	201	3	9.27
114	1677	7	10.79
508	700	3	12.77
105	4840	4	9.36
14	282	86	8.6
1540	238	4	18.78
416	264	4	9.74
276	297	5	11.9
510	1468	3	17.99
39	310	17	11.77
115	3831	4	8.51
12	2085	11	10.24
911	105	14	7.61
115	5802	4	15.52
387	477	3	8.83
183	1142	3	8.12
151	175	19	23.11
2239	914	3	24.4
2530	112	6	10.98
311	187	7	11.47
104	6893	3	6.87
276	12	75	25.94
6397	103	3	6.81
1449	214	4	16.77
5082	1647	3	36.13
824	409	3	13.06
376	353	3	6.74
412	382	3	7.98
111	141	89	9.66
269	149	8	7.9
549	1513	3	18.44
111	212	94	186.08
7019	103	3	6.81
118	1875	5	7.22
7145	106	3	8.03
2950	8	3	7.7
474	121	11	7.81
110	1767	8	11.82
460	514	3	10.21
1745	958	3	22.85
1757	106	8	7.13
2702	2392	3	32.63
275	881	3	10.77
164	720	8	25.53
116	1191	7	6.76
113	4588	4	10.61
110	1615	9	14.29
884	277	3	10.6
139	997	6	14.49
106	5210	4	10.7
1136	110	10	11.27
108	126	215	15.88
433	106	23	6.76
342	428	4	12.21
274	228	5	7.45
118	604	17	31.36
1136	235	3	10.41
108	286	29	6.74
114	4193	4	10.64
549	242	5	15.76
1789	444	3	18.32
429	241	4	8.97
101	1650	13	12.94
106	2081	8	10.34
5885	234	3	22.55
141	2763	3	9.24
6486	335	3	29.73
103	909	15	9.31
568	107	18	8.83
7185	506	3	32.49
147	1127	4	10.05
104	3400	6	13.74
124	469	16	21.71
3774	102	6	11.45
136	748	6	8.78
106	8035	3	8.03
107	7419	3	8.49
167	333	8	14.03
718	107	16	10.72
127	116	130	14.25
1636	107	8	6.87
6776	129	3	15.87
161	481	6	10.56
167	139	18	8.14
791	101	26	15.24
127	20	16	6.84
347	506	3	8.46
167	188	12	10.72
409	102	33	8.77
479	142	6	7.99
1401	102	13	12.3
45	1408	6	10.94
106	7840	3	8.03
740	427	3	12.27
800	326	4	17.36
103	655	22	13.91
164	2142	3	10.7
1198	603	3	17.73
103	603	20	7.57
2445	114	7	17.93
4628	111	4	9.71
1588	114	7	9.65
3114	116	4	7.5
128	6892	3	15.87
106	1766	8	8.57
2658	127	4	10.53
944	167	4	10.77
109	4537	4	8
1117	129	8	17.21
113	885	9	6.88
3764	866	4	40.98
6861	109	3	9.4
307	1603	3	15.27
109	2414	6	8.76
202	2513	3	13.94
105	3865	5	7.04
138	1383	4	7.99
130	3024	3	7.21
1742	107	9	11.66
245	152	12	18.84
672	101	30	12.75
7363	544	3	33.2
383	125	13	11.81
3606	113	4	8.3
1607	120	7	13.83
572	112	14	8.11
1131	168	3	6.78
3645	103	5	6.73
7752	108	3	9.04
3301	184	3	14.64
6626	108	3	9.04
3590	1588	3	31.81
104	1855	8	7.73
6230	103	3	6.81
136	4190	4	19.38
1945	357	3	17.38
289	58	4	7.73
351	559	3	10.67
127	2658	4	10.53
6529	105	3	7.02
5667	119	3	8.76
1984	39	5	9.85
752	247	3	8.42
118	992	13	29.28
105	7505	3	7.02
111	1324	11	19.61
163	261	20	65.88
149	665	7	17.06
102	4864	4	7.63
1131	1359	16	217.97
178	1249	9	45.77
1695	1652	13	198.76
128	5314	3	11.51
39	457	13	11.49
106	4258	5	13.38
766	224	3	8.03
1021	2689	3	26.88
2058	105	8	8.07
2157	108	6	6.63
16	1324	4	7.66
4997	230	4	35.18
6444	308	3	29.4
105	119	413	15.27
108	7243	3	9.04
8	149	35	15.67
107	3123	5	6.89
8	5	20	18.74
7169	103	3	6.81
892	39	7	7.7
830	782	26	347.04
5626	105	4	9.36
812	3315	3	26.29
